,pl_name,hostname,hostname_omit_binary_signature,sy_pnum,sy_vmag,circularization_timescale,circularization_timescaleerr1,circularization_timescaleerr2,st_age,st_ageerr1,st_ageerr2,tau_age_diff,tau_age_differr1,tau_age_differr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_met,st_meterr1,st_meterr2,pl_mass_combinej,pl_mass_combinejerr1,pl_mass_combinejerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_dens,pl_denserr1,pl_denserr2,lambda,lambdaerr1,lambdaerr2,mass_ratio,mass_ratioerr1,mass_ratioerr2
46,TOI-1899 b,TOI-1899,TOI-1899,1.0,14.88,1430.505362828795,1357.6992876485467,737.3314231527154,7.1,4.5,4.8,207.33245948207303,360.5347451077478,126.06301261090177,0.044,0.029,0.027,0.0,0.632,0.026,0.025,3926.0,45.0,47.0,0.607,0.017,0.016,0.28,0.11,0.11,0.67,0.04,0.04,0.67,0.04,0.04,0.9899536362969,0.03,0.03,29.090312,3.6e-05,3.5e-05,0.1525,0.0065,0.006,54.01,1.78,1.52,0.6905088019260043,0.1,0.1,,,,0.0010122002719454336,7.338769810001298e-05,7.249093603060554e-05
47,TOI-4603 b,TOI-4603,TOI-4603,1.0,9.24,136.43180256900405,119.52681352794309,67.05935180332685,1.64,0.3,0.24,84.21383608407066,78.62932757594001,40.67944238383068,0.325,0.02,0.02,0.0,1.765,0.061,0.061,6264.0,95.0,94.0,2.738,0.048,0.05,0.342,0.039,0.04,12.89,0.58,0.57,12.89,0.58,0.57,1.0419512013669,0.038,0.035,7.24599,0.00022,0.00021,0.0888,0.001,0.001,6.97,0.14,0.14,11.39330596587583,1.7,1.6,,,,0.006972956129887139,0.0003956258407753604,0.0003913495748381807
48,WASP-174 b,WASP-174,WASP-174,1.0,11.803,0.05071935122871442,0.05321021772130129,0.02638749775032354,1.65,0.85,0.85,0.032460566790654524,0.0508122205920353,0.019192781072679,0.0,,,0.0,1.24,0.04,0.04,6400.0,100.0,100.0,1.347,0.018,0.018,0.06,0.06,0.06,0.33,0.091,0.091,0.33,0.091,0.091,1.4369327031367,0.05,0.05,4.2337005,1.8e-06,1.8e-06,0.05503,0.00056,0.00056,8.79,0.15,0.15,0.111209947435395,0.042,0.042,31.0,1.0,1.0,0.0002540978439058012,7.054720083605075e-05,7.054720083605075e-05
49,WASP-72 b,WASP-72,WASP-72,1.0,10.868,0.11883648795226426,0.3221236223026109,0.09153063542110734,3.2,0.6,0.6,0.037894956518468664,0.1096548269855401,0.0282013909213435,0.017,,,1.0,1.39,0.06,0.06,6250.0,100.0,100.0,2.18,0.29,0.29,-0.06,,,1.446,0.054,0.053,1.446,0.054,0.053,1.2899418081,0.18,0.18,2.21673,2e-06,2e-06,0.04675641913548,0.0073630858090129,0.0073630858090129,4.03,0.49,0.49,0.6735954765687996,,,7.0,12.0,11.0,0.0009932583345037232,5.6692882492862165e-05,5.624586071952508e-05
50,WASP-23 b,WASP-23,WASP-23,1.0,12.539,0.17571241707088472,0.23427201729270145,0.1019169218593201,6.2,5.6,2.5,0.026796742497192137,0.0620611610880615,0.0187823402361617,0.065,,,1.0,0.78,0.13,0.12,5150.0,100.0,100.0,0.765,0.033,0.049,-0.05,0.13,0.13,0.879,0.095,0.1,0.879,0.095,0.1,0.96195143,0.047,0.056,2.9444256,1.1e-06,1.3e-06,0.0376,0.0016,0.0024,,,,0.9873330139062048,,,,,,0.001075977023867782,0.00021373382036008964,0.00020587818864468846
51,WASP-21 b,WASP-21,WASP-21,1.0,11.59,0.23815613901439325,0.23328821158313234,0.12365570191626608,5.5,2.0,2.0,0.04560772146407048,0.0574235282182195,0.0245793920872812,0.048,,,1.0,0.89,0.08,0.08,5924.0,55.0,55.0,1.06,0.04,0.04,,,,0.297,0.013,0.013,0.297,0.013,0.013,1.0696279,0.06,0.06,4.322482,1.9e-05,2.4e-05,0.052,0.00041,0.00044,9.45,0.51,0.51,0.242440469436583,0.07,0.07,8.0,26.0,27.0,0.00031862156606615066,3.185529304299637e-05,3.185529304299637e-05
52,WASP-24 b,WASP-24,WASP-24,1.0,11.219,0.02449858026260373,0.050312349732611776,0.016835141244574005,3.8,1.3,1.2,0.006816626725877382,0.0157165973728398,0.004580557645003,0.0046,,,1.0,1.17,0.07,0.07,6107.0,77.0,77.0,1.42,0.16,0.16,0.0,,,1.06,0.03,0.029,1.06,0.03,0.029,1.3799377482,0.16,0.16,2.34121,2e-06,2e-06,0.0390444805537199,0.0046523861810681,0.0046523861810681,5.94,0.22,0.22,0.4033375036909187,,,4.7,4.0,4.0,0.0008650251386422821,5.725207416979469e-05,5.6907895545996866e-05
53,WASP-92 b,WASP-92,WASP-92,1.0,12.951,0.006469799348837088,0.005796740853215097,0.00333901785139386,2.29,6.8,1.51,0.0011988784912795284,0.0032236349997522,0.0008143997426708,0.084,0.118,0.06,0.0,1.19,0.037,0.037,6280.0,120.0,120.0,1.341,0.058,0.058,0.0,0.14,0.14,0.805,0.068,0.068,0.805,0.068,0.068,1.46093409429,0.077,0.077,2.1746742,1.6e-06,1.6e-06,0.0348,0.00036,0.00036,5.587,0.217,0.202,0.25813401269434,0.059,0.059,,,,0.0006458886370938904,5.813811071692894e-05,5.813811071692894e-05
54,CoRoT-19 b,CoRoT-19,CoRoT-19,1.0,14.135,0.22286148272031706,0.18487412396742373,0.10888976888378017,5.0,1.0,1.0,0.04548442011325002,0.0403143821944866,0.0236390703964223,0.056,,,1.0,1.21,0.05,0.05,6090.0,70.0,70.0,1.65,0.04,0.04,-0.02,0.1,0.1,1.155,0.072,0.072,1.155,0.072,0.072,1.2899766,0.03,0.03,3.89713,2e-05,2e-05,0.0518,0.0008,0.0008,6.7,0.1,0.1,0.5380378806618005,0.06,0.06,,,,0.0009113922665712208,6.816286727388686e-05,6.816286727388686e-05
55,Qatar-3 b,Qatar-3,Qatar-3,1.0,12.929,0.2607830236835411,0.39230626721594464,0.15589437314547067,0.31,0.001,0.001,0.8411700979929309,1.356496976330288,0.5157147409250777,0.0,,,0.0,1.145,0.064,0.064,6007.0,52.0,52.0,1.272,0.14,0.14,-0.041,0.081,0.081,4.31,0.47,0.47,4.31,0.47,0.47,1.09595055944,0.14,0.14,2.5079204,,,0.03783,0.00069,0.00069,6.39,0.59,0.59,3.273750725785218,1.2,1.2,,,,0.0035940201587142087,0.0004404089656681734,0.0004404089656681734
56,HATS-10 b,HATS-10,HATS-10,1.0,13.202,0.2126506134291994,0.2226374873716534,0.1134388360457857,3.3,1.7,1.7,0.06722310871630396,0.11618355518688,0.0393632279065031,0.28,,,1.0,1.101,0.054,0.054,5880.0,120.0,120.0,1.105,0.055,0.04,0.15,0.1,0.1,0.585,0.097,0.12,0.585,0.097,0.12,0.96895628841,0.061,0.045,3.312846,5.8e-06,5.8e-06,0.04491,0.00074,0.00074,8.73,0.29,0.44,0.6429608580959569,0.15,0.15,,,,0.0005073144963786866,8.772162958686992e-05,0.00010699781359655342
57,HATS-29 b,HATS-29,HATS-29,1.0,12.62,0.2672611817239956,0.2431323989638079,0.13616359245998075,5.5,2.6,1.7,0.05117615137865639,0.0755813207513974,0.0281644867497514,0.158,,,1.0,1.032,0.049,0.049,5670.0,110.0,110.0,1.073,0.038,0.038,0.16,0.08,0.08,0.653,0.063,0.063,0.653,0.063,0.063,1.25094356739,0.061,0.061,4.6058749,6.3e-06,6.3e-06,0.05475,0.00088,0.00088,10.96,0.34,0.34,0.3335348757404916,0.06,0.06,,,,0.0006041464240292615,6.496294714347708e-05,6.496294714347708e-05
58,WASP-96 b,WASP-96,WASP-96,1.0,12.569,0.06919806131461959,0.06722801487912439,0.03673285593877634,8.0,26.0,8.0,0.003481644366575545,0.0096637639628493,0.0022379575024335,0.11,,,1.0,1.06,0.09,0.09,5540.0,140.0,140.0,1.05,0.05,0.05,0.14,0.19,0.19,0.49,0.049,0.047,0.49,0.049,0.047,1.1998745,0.06,0.06,3.4252602,2.7e-06,2.7e-06,0.0453,0.0013,0.0013,,,,0.2835648148148148,0.05,0.05,,,,0.0004413660662011572,5.789971065790012e-05,5.653846653718805e-05
59,HAT-P-5 b,HAT-P-5,HAT-P-5,1.0,11.954,0.05754355011030897,0.1092398426095842,0.037634327440726915,2.6,2.1,1.4,0.02286698130965699,0.0653694344148971,0.0162867982114221,0.072,,,1.0,1.04,0.29,0.29,5960.0,100.0,100.0,1.12,0.09,0.09,0.24,,,1.02,0.1,0.1,1.02,0.1,0.1,1.2099454169,0.1,0.1,2.78849,2.5e-05,2.5e-05,0.03923709291936,0.0036150278799523,0.0036150278799523,7.53,0.34,0.34,0.575763408654853,,,,,,0.0009364305156528478,0.00027678906879772223,0.00027678906879772223
60,TOI-2207 b,TOI-2207,TOI-2207,1.0,11.316,10.35762843276197,9.677538441941156,5.25937038068748,3.3,1.3,1.1,3.3669415258177264,3.9978424345035872,1.797403901231081,0.174,0.048,0.052,0.0,1.296,0.069,0.072,6101.0,75.0,73.0,1.564,0.041,0.04,0.181,0.086,0.086,0.64,0.1,0.12,0.64,0.1,0.12,0.994953402718,0.028,0.027,8.001968,2.4e-05,2.5e-05,0.0854,0.0015,0.0016,11.7,0.4,0.4,0.6496968060422819,0.16,0.16,,,,0.00047150217200627527,7.783162628860604e-05,9.220570637279194e-05
61,WASP-61 b,WASP-61,WASP-61,1.0,12.489,0.5049232013192568,1.5378962431649643,0.38842652324771165,2.7,0.1,0.6,0.19443599456884703,0.6182011562401115,0.145299512973114,0.074,,,1.0,1.27,0.06,0.06,6250.0,150.0,150.0,1.55,0.24,0.24,-0.1,,,2.05,0.18,0.17,2.05,0.18,0.17,1.4099363949,0.22,0.22,3.8559,3e-06,3e-06,0.0587723601194999,0.0091222019046596,0.0091222019046596,8.06,0.21,0.21,0.7313015991247211,,,4.0,17.1,18.4,0.0015411995208984648,0.0001536700440118948,0.00014709264646893384
62,TOI-3331 A b,TOI-3331 A,TOI-3331,1.0,11.635,0.038092770586486635,0.03426944866022656,0.01896136371709412,2.1,2.7,1.5,0.01466327516946302,0.0325176846159929,0.0091042404000033,0.0,0.048,0.052,0.0,1.016,0.047,0.052,5609.0,92.0,87.0,0.952,0.029,0.029,0.148,0.084,0.084,2.27,0.16,0.16,2.27,0.16,0.16,1.1579457687765,0.043,0.043,2.0180231,4.3e-06,4.4e-06,0.03144,0.00048,0.00055,7.09,0.18,0.17,1.4618411370586242,0.24,0.21,,,,0.0021332456783167775,0.000179852338438919,0.0001858200437733187
63,NGTS-21 b,NGTS-21,NGTS-21,1.0,15.506,0.005105320701604126,0.004401852045114421,0.002538059688829238,10.02,3.29,7.3,0.0005039464335591991,0.0008868168402837,0.0002864455212436,0.12,,,1.0,0.72,0.04,0.04,4660.0,41.0,41.0,0.86,0.04,0.04,-0.26,0.07,0.07,2.36,0.21,0.21,2.36,0.21,0.21,1.3299377136792998,0.03,0.03,1.5433897,1.6e-06,1.6e-06,0.0236,0.0005,0.0005,5.89,0.12,0.12,1.0031296795893283,0.15,0.15,,,,0.003129595666691652,0.0003283004491421204,0.0003283004491421204
64,NGTS-12 b,NGTS-12,NGTS-12,1.0,12.382,1.7129936184650338,1.514680706741279,0.8489213578347817,9.4,1.5,1.5,0.18140239523833818,0.1632786005560038,0.0938906667684478,0.0,,,0.0,1.021,0.056,0.049,5690.0,130.0,130.0,1.589,0.04,0.04,-0.03,0.11,0.11,0.208,0.022,0.022,0.208,0.022,0.022,1.04795272472,0.032,0.032,7.532806,4.8e-05,4.8e-05,0.0757,0.0014,0.0014,10.28,0.21,0.31,0.1807088769983065,0.029,0.029,,,,0.00019451196361316669,2.317506495696588e-05,2.259219240649086e-05
65,TOI-2525 c,TOI-2525,TOI-2525,2.0,14.216,34442.568826440176,28051.326900852786,16553.6092012988,3.99,4.3,2.6,7498.124131297571,16557.214226254746,4542.739952307593,0.157,0.008,0.007,0.0,0.849,0.042,0.042,5096.0,102.0,102.0,0.785,0.031,0.031,0.14,0.05,0.05,0.657,0.031,0.032,0.657,0.031,0.032,0.9039576638455,0.01,0.01,49.2519,0.0004,0.0004,0.249,0.004,0.004,,,,0.889324134016496,0.07,0.07,,,,0.0007388672287296218,5.05118481686941e-05,5.129449848746713e-05
66,WASP-119 b,WASP-119,WASP-119,1.0,12.314,0.020192011918395897,0.03325367641808502,0.012556029845843513,8.0,2.5,2.5,0.0026363024999113928,0.0047936814168346,0.0016582447117183,0.058,,,1.0,1.02,0.06,0.06,5650.0,100.0,100.0,1.2,0.1,0.1,0.14,0.1,0.1,1.23,0.08,0.08,1.23,0.08,0.08,1.399936846,0.2,0.2,2.49979,1e-05,1e-05,0.0363,0.0007,0.0007,6.329,0.664,0.549,0.4482507288629738,0.3,0.3,,,,0.0011513667009065002,0.00010096963320743473,0.00010096963320743473
67,CoRoT-27 b,CoRoT-27,CoRoT-27,1.0,15.774,4.66994984029588,8.853679283302466,3.2350247875661964,4.21,2.72,2.72,1.1816314883479315,3.2026432465874843,0.8081445372336418,0.034,,,1.0,1.05,0.11,0.11,5900.0,120.0,120.0,1.08,0.18,0.06,-0.1,0.1,0.1,10.3,0.81,0.83,10.3,0.81,0.83,1.00691327,0.044,0.044,3.57532,6e-05,6e-05,0.0476,0.0066,0.0066,9.48,0.95,0.75,10.086693238352776,1.92,1.67,,,,0.00936605385963894,0.001226896874060307,0.0012379003904009656
68,TOI-2497 b,TOI-2497,TOI-2497,1.0,9.547,350.87463911093744,335.92563701037795,179.2625089387891,1.0,0.22,0.19,359.28364684575985,382.384880412419,193.245933751828,0.195,0.043,0.04,0.0,1.859,0.087,0.083,7360.0,320.0,300.0,2.36,0.12,0.11,0.094,0.076,0.072,4.82,0.41,0.41,4.82,0.41,0.41,0.9939534496122,0.055,0.049,10.655669,3.8e-05,3.8e-05,0.1166,0.0018,0.0018,10.63,0.58,0.55,4.907811625694233,1.2,1.1,,,,0.0024755766271475255,0.00024034476276560464,0.00023782289282851454
69,TOI-4127 b,TOI-4127,TOI-4127,1.0,11.441,107651.54826307314,90886.79367410953,54067.315057731284,4.8,2.1,2.1,23164.529800317727,30839.539187450893,13172.43848731281,0.7471,0.0078,0.0086,0.0,1.23,0.07,0.07,6096.0,115.0,115.0,1.293,0.05,0.05,0.14,0.12,0.12,2.3,0.11,0.11,2.3,0.11,0.11,1.0959486726485,0.039,0.032,56.39879,0.0001,0.0001,0.3081,0.0055,0.0058,,,,1.7470131483308586,0.22,0.24,,,,0.0017853832244871764,0.00013272192892683935,0.00013272192892683935
70,HATS-49 b,HATS-49,HATS-49,1.0,14.988,0.8239267918194749,0.6910531660766294,0.39051219402563325,10.5,1.4,2.0,0.08042220485955308,0.0720789100296509,0.0395078869164469,0.071,,,1.0,0.7133,0.0075,0.0075,4405.0,15.0,15.0,0.6977,0.0055,0.0055,0.208,0.053,0.053,0.353,0.038,0.027,0.353,0.038,0.027,0.76496549085,0.013,0.013,4.1480467,3.7e-06,3.7e-06,0.04515,0.00016,0.00016,13.91,0.11,0.11,0.788479488225438,0.094,0.094,,,,0.0004725102202500851,5.110718020393556e-05,3.648089403027561e-05
71,TOI-7041 b,TOI-7041,TOI-7041,1.0,11.251,10.037131760202115,11.84556856949516,5.787405317498828,10.3,1.9,1.9,0.9877437324927714,1.1922631449738437,0.5983044928842944,0.04,0.04,0.04,0.0,1.07,0.05,0.05,4700.0,100.0,100.0,4.1,0.08,0.08,0.25,0.1,0.1,0.36,0.16,0.16,0.36,0.16,0.16,1.0199522312551,0.03,0.03,9.691,0.006,0.006,0.0915606607679999,0.0026123335674765,0.0026123335674765,4.8,0.1,0.1,0.3392360404369359,,,,,,0.000321238395693995,0.0001435595884412076,0.0001435595884412076
72,WASP-171 b,WASP-171,WASP-171,1.0,12.612,0.7322076403102331,0.7140348678229942,0.39599957887657883,5.908,1.051,1.051,0.12613799359480363,0.1326266799519345,0.069629106292249,0.16,,,1.0,1.171,0.058,0.058,5965.0,100.0,100.0,1.637,0.091,0.046,0.04,0.07,0.07,1.084,0.094,0.094,1.084,0.094,0.094,0.9799557921999998,0.07,0.04,3.8186244,3.8e-06,3.8e-06,0.0504,0.00083,0.00083,6.64,0.38,0.13,1.151730996438559,0.23,0.29,,,,0.0008838551817002347,8.826564718269511e-05,8.826564718269511e-05
73,CoRoT-35 b,CoRoT-35,CoRoT-35,1.0,15.635,0.020623449399351887,0.02533080611909192,0.011744101698629014,6.1,1.3,1.3,0.003470547444058566,0.0042978957505219,0.0021054458067454,0.0,,,0.0,1.01,0.07,0.06,6390.0,130.0,130.0,1.65,0.1,0.11,-0.5,0.1,0.1,1.1,0.37,0.37,1.1,0.37,0.37,1.6799213230117995,0.11,0.11,3.22748,8e-05,8e-05,0.0429,0.00092,0.00092,,,,0.231987636324371,0.11,0.11,,,,0.0010398723644989883,0.00035712303550777363,0.0003551884374897598
74,CoRoT-31 b,CoRoT-31,CoRoT-31,1.0,15.479,0.17443932052939914,0.6043431467516341,0.12779945128317965,4.7,4.7,2.2,0.03678938545890736,0.1707762693356835,0.028811770377594,0.02,0.16,0.16,0.0,1.25,0.22,0.21,5700.0,120.0,120.0,2.15,0.56,0.66,0.0,0.1,0.1,0.84,0.34,0.34,0.84,0.34,0.34,1.4599341394,0.3,0.3,4.62941,0.00075,0.00075,0.0586,0.0034,0.0034,7.2,2.9,2.9,0.2699110835773244,0.18,0.18,,,,0.0006416201556661395,0.00028319241336195494,0.0002811850093203551
75,HAT-P-61 b,HAT-P-61,HAT-P-61,1.0,13.096,0.0476004028838722,0.041801715663317196,0.02298791028457351,2.6,2.0,2.0,0.017856259849074407,0.033387136338122,0.0105796054560649,0.113,,,1.0,1.004,0.033,0.033,5587.0,45.0,45.0,0.938,0.011,0.011,0.194,0.06,0.06,1.057,0.07,0.07,1.057,0.07,0.07,0.8989578983165,0.027,0.027,1.90231289,7.7e-07,7.7e-07,0.0301,0.00034,0.00034,6.9,0.13,0.13,1.454775277759232,0.2,0.2,,,,0.0010051942594786172,7.431719074211024e-05,7.431719074211024e-05
76,Kepler-43 b,Kepler-43,Kepler-43,1.0,13.986,0.3217157126133968,0.38102467025678277,0.17726016230849934,2.3,0.8,0.7,0.14711383079314505,0.1945092930816932,0.0864296787985335,0.028,,,1.0,1.32,0.09,0.09,6041.0,143.0,143.0,1.42,0.07,0.07,0.33,0.11,0.11,3.14,0.087,0.088,3.14,0.087,0.088,1.21894501091,0.065,0.064,3.0240949,6e-07,6e-07,0.046,0.0026,0.0025,6.975,0.047,0.041,1.7334787860418688,7.0,5.0,,,,0.0022712473944711373,0.0001671557619686142,0.00016742941542606158
77,K2-295 b,K2-295,K2-295,1.0,13.8941,0.3261736070570129,0.32226972425803657,0.16609534964530792,13.8,,,,,,0.0,,,0.0,0.74,0.04,0.04,4444.0,70.0,70.0,0.7,0.02,0.02,0.14,0.12,0.12,0.335,0.062,0.062,0.335,0.062,0.062,0.8969595363299999,0.011,0.005,4.024867,1.5e-05,1.5e-05,0.0451,0.0006,0.0014,13.76,0.19,0.44,0.4641597503850285,0.115,0.115,,,,0.0004322368728848068,8.33382039794839e-05,8.33382039794839e-05
78,HATS-9 b,HATS-9,HATS-9,1.0,13.256,0.008427238585485372,0.006929591874087888,0.00414526337379018,10.8,1.5,1.5,0.000782015111070661,0.0006710608892375,0.0004074008603735,0.075,,,1.0,1.1,0.05,0.05,5599.0,85.0,85.0,1.56,0.04,0.04,0.38,0.05,0.05,0.823,0.041,0.039,0.823,0.041,0.039,1.2355585,0.03122491,0.03122491,1.915291,1.9e-05,1.8e-05,0.0312,0.0004,0.0005,4.44,0.05,0.15,0.4362657519094238,,,,,,0.000714357938464871,4.817507760953881e-05,4.690727351302888e-05
79,K2-419 A b,K2-419 A,K2-419,1.0,16.52,442.94649076832195,382.65676276859324,219.40538537239576,7.4,4.4,4.8,60.429185803385764,102.09424062566268,33.99197953362602,0.042,0.045,0.029,0.0,0.562,0.024,0.024,3711.0,88.0,88.0,0.541,0.017,0.017,-0.11,0.12,0.12,0.617,0.047,0.047,0.617,0.047,0.047,0.9411655,0.034,0.034,20.35847252,6.14e-06,5.75e-06,0.1208,0.0016,0.0017,48.46,1.53,1.4,0.7404850482621212,0.136,0.114,,,,0.0010482323865817446,9.154089203926901e-05,9.154089203926901e-05
80,Kepler-41 b,Kepler-41,Kepler-41,1.0,14.509,0.004185132181599066,0.0034463612773418008,0.0020310718226951175,4.4,1.3,1.1,0.0009864146316002809,0.0010121434924474,0.0005041818288646,0.21,,,1.0,1.15,0.04,0.04,5750.0,100.0,100.0,1.29,0.02,0.02,0.38,0.11,0.11,0.566,0.069,0.067,0.566,0.069,0.067,1.2899766,0.02,0.02,1.8555582,5.2e-07,5.2e-07,0.03101,0.0004,0.0004,5.159,0.023,0.023,0.2636618532074277,0.04,0.04,,,,0.00046992366473477603,5.9573684307731466e-05,5.7978689512447714e-05
81,Kepler-91 b,Kepler-91,Kepler-91,1.0,12.712,0.9521163417324805,1.0500872915570756,0.5370445540593998,13.8,,,,,,0.066,0.013,-0.017,0.0,1.31,0.1,0.1,4550.0,75.0,75.0,6.3,0.16,0.16,0.11,0.07,0.07,0.81,0.18,0.17,0.81,0.18,0.17,1.36693833463,0.069,0.06,6.24658,8e-05,8e-05,0.0731,0.0034,0.0031,2.496,0.05,0.043,0.317087757923875,0.2,0.1,,,,0.0005903675096437352,0.0001387173741052,0.0001318455080306017
82,WTS-1 b,WTS-1,WTS-1,1.0,16.644,0.2044856144486235,0.32073059209056703,0.12041660502642297,2.55,1.95,1.95,0.08238411098378276,0.2012265167765349,0.0520445947547656,0.1,,,1.0,1.2,0.1,0.1,6250.0,200.0,200.0,1.15,0.1,0.12,-0.5,0.5,0.5,4.01,0.35,0.35,4.01,0.35,0.35,1.489807,0.16,0.18,3.352057,1.3e-05,1.5e-05,0.047,0.001,0.001,,,,1.2122315065921512,0.56,0.56,,,,0.003190596260194964,0.0003850265342303262,0.0003850265342303262
83,WASP-163 b,WASP-163,WASP-163,1.0,12.663,0.009326728254604115,0.012858689560491757,0.005422925090003005,13.8,,,,,,,,,,0.97,0.15,0.15,5500.0,200.0,200.0,1.015,0.071,0.074,-0.34,0.21,0.21,1.87,0.21,0.21,1.87,0.21,0.21,1.20194577778,0.097,0.097,1.6096884,1.5e-06,1.5e-06,0.0266,0.0014,0.0014,5.62,0.26,0.21,1.0767830325859515,0.31,0.23,,,,0.0018406812884997558,0.00035177940236819625,0.00035177940236819625
84,CoRoT-1 b,CoRoT-1,CoRoT-1,1.0,13.623,0.001641960981722996,0.0019583491031260466,0.0009208665367352947,1.6,0.5,0.5,0.0010666037537820346,0.0014674448575965,0.0006032888922751,0.036,,,1.0,0.95,0.15,0.15,5950.0,150.0,150.0,1.11,0.05,0.05,-0.3,0.25,0.25,1.23,0.1,0.1,1.23,0.1,0.1,1.489807,0.08,0.08,1.5089557,6.4e-06,6.4e-06,0.02540808336312,0.0012162505009726,0.0012162505009726,4.92,0.08,0.08,0.3718316092539516,0.05,0.05,,,,0.0012362042472890845,0.00021954573312827638,0.00021954573312827638
85,WASP-71 b,WASP-71,WASP-71,1.0,10.56,0.044421797015901175,0.0982236594494702,0.0310721557040741,3.6,1.6,1.0,0.013266028241499306,0.0335451006879806,0.0094869376483044,0.019,,,1.0,1.56,0.06,0.06,6180.0,52.0,52.0,1.82,0.19,0.19,0.15,,,2.222,0.078,0.078,2.222,0.078,0.078,1.1799467702,0.12,0.12,2.90367,7e-06,7e-06,0.0364102505675999,0.0048368853492487,0.0048368853492487,4.4,0.34,0.34,1.3523777990933836,,,1.9,7.5,7.1,0.0013599664090069461,7.081686550468772e-05,7.081686550468772e-05
86,TOI-5110 b,TOI-5110,TOI-5110,1.0,11.06,11348.111553988605,10427.809093147174,5659.019306689907,4.0,,,,,,0.745,0.03,0.027,0.0,1.469,0.089,0.088,6160.0,150.0,150.0,2.333,0.097,0.096,0.065,0.05,0.05,2.9,0.13,0.13,2.9,0.13,0.13,1.0689499370077,0.054,0.052,30.158577,9.2e-05,9.5e-05,0.2157,0.0042,0.0044,,,,2.373913456638857,0.5,0.43,,,,0.001884885299596223,0.0001420571799943976,0.00014102778339818254
87,WASP-4 b,WASP-4,WASP-4,1.0,12.483,0.0013625987934522523,0.0012022798877647472,0.0007031265859620891,7.0,2.9,2.9,0.00020303748025223575,0.0002624097787245,0.0001090409068566,0.0033,,,1.0,0.93,0.06,0.06,5540.0,55.0,55.0,0.893,0.034,0.034,-0.07,0.19,0.19,1.17,0.015,0.015,1.17,0.015,0.015,1.32094040969,0.039,0.039,1.338231466,2.3e-08,2.2e-08,0.0226,0.0007,0.0008,5.48,0.15,0.15,0.5075483367313268,,,1.0,12.0,14.0,0.0012011898075546964,7.90114173138005e-05,7.90114173138005e-05
88,HAT-P-54 b,HAT-P-54,HAT-P-54,1.0,13.398,1.2069849234878443,1.7634050538924289,0.8370104134659947,3.9,4.3,2.1,0.26697879107332034,0.7905761048859647,0.1896331303312464,0.66,,,1.0,0.645,0.02,0.02,4390.0,50.0,50.0,0.617,0.013,0.013,-0.127,0.08,0.08,1.82,2.3,0.98,1.82,2.3,0.98,0.94395741616,0.028,0.028,3.799847,1.4e-05,1.4e-05,0.04117,0.00043,0.00043,14.34,0.22,0.22,2.1634925552271658,0.098,0.098,,,,0.0026941414805102754,0.0034057090178842096,0.0014530949145387705
89,KELT-10 b,KELT-10,KELT-10,1.0,10.617,0.10871689908949028,0.10147744194882097,0.05571815521358196,4.5,0.7,0.7,0.024322690283262078,0.0236771294906907,0.0130621001280971,0.021,0.023,0.015,0.0,1.11,0.06,0.06,5948.0,74.0,74.0,1.209,0.047,0.035,0.09,0.11,0.1,0.679,0.039,0.038,0.679,0.039,0.038,1.39893689111,0.069,0.049,4.1662739,6.3e-06,6.3e-06,0.0525,0.00086,0.00097,9.0,0.3,0.2,0.2479799858048733,0.033,0.04,5.0,3.0,3.0,0.0005840573864453409,4.606616001906283e-05,4.5443580406838976e-05
90,Qatar-6 b,Qatar-6,Qatar-6,1.0,11.496,0.16008065018373951,0.1622887278474393,0.08292200292948236,1.02,0.62,0.62,0.1680270585779257,0.3029587523687726,0.0980833809218609,0.0,,,0.0,0.82,0.02,0.02,5052.0,66.0,66.0,0.722,0.02,0.02,-0.025,0.093,0.093,0.668,0.066,0.066,0.668,0.066,0.066,1.06195209318,0.071,0.071,3.506195,1.8e-05,1.8e-05,0.0423,0.0004,0.0004,12.4,0.3,0.3,0.5577029121395967,,,0.0,3.0,3.0,0.0007778060830157179,7.915604258669831e-05,7.915604258669831e-05
91,NGTS-3 A b,NGTS-3 A,NGTS-3,1.0,14.669,0.0016156734462935336,0.014796623525449722,0.001518558137107863,13.8,,,,,,0.0,,,0.0,1.017,0.093,0.093,5600.0,150.0,150.0,0.93,0.23,0.23,0.12,0.15,0.15,2.38,0.26,0.26,2.38,0.26,0.26,1.4799332372,0.37,0.37,1.6753728,3e-06,3e-06,0.023,0.007,0.005,6.49435,0.02923,0.0344,0.7341618462874855,0.41,0.15,,,,0.0022344195850385875,0.00031832796218576095,0.00031832796218576095
